<TICKER>,<DATE>,<CLOSE>
SBER,31/08/21,328.28
SBER,01/09/21,327.94
SBER,02/09/21,334.57
SBER,03/09/21,329.0
SBER,04/09/21,329.71
SBER,07/09/21,329.37
SBER,08/09/21,325.96
SBER,09/09/21,331.7
SBER,10/09/21,326.01
SBER,11/09/21,326.25
SBER,14/09/21,327.41
SBER,15/09/21,326.48
SBER,16/09/21,333.51
SBER,17/09/21,326.99
SBER,18/09/21,329.56
SBER,21/09/21,326.92
SBER,22/09/21,323.25
SBER,23/09/21,327.8
SBER,24/09/21,327.02
SBER,25/09/21,325.44
SBER,28/09/21,331.68
SBER,29/09/21,329.3
SBER,30/09/21,328.43
SBER,01/10/21,340.99
SBER,02/10/21,338.48
SBER,05/10/21,345.85
SBER,06/10/21,363.2
SBER,07/10/21,364.28
SBER,08/10/21,368.93
SBER,09/10/21,373.01
SBER,12/10/21,387.6
SBER,13/10/21,377.79
SBER,14/10/21,378.8
SBER,15/10/21,376.09
SBER,16/10/21,371.82
SBER,19/10/21,364.6
SBER,20/10/21,373.18
SBER,21/10/21,370.16
SBER,22/10/21,364.6
SBER,23/10/21,364.37
SBER,26/10/21,369.99
SBER,27/10/21,372.16
SBER,28/10/21,371.36
SBER,29/10/21,365.36
SBER,30/10/21,356.14
SBER,02/11/21,370.96
SBER,03/11/21,370.7
SBER,04/11/21,370.13
SBER,06/11/21,360.21
SBER,09/11/21,358.39
SBER,10/11/21,357.44
SBER,11/11/21,348.65
SBER,12/11/21,356.24
SBER,13/11/21,347.59
SBER,16/11/21,344.39
SBER,17/11/21,337.91
SBER,18/11/21,339.89
SBER,19/11/21,336.93
SBER,20/11/21,327.56
SBER,23/11/21,309.15
SBER,24/11/21,326.84
SBER,25/11/21,321.22
SBER,26/11/21,317.29
SBER,27/11/21,304.42
SBER,30/11/21,316.57
SBER,01/12/21,315.0
SBER,02/12/21,324.4
SBER,03/12/21,326.8
SBER,04/12/21,320.66
SBER,07/12/21,307.5
SBER,08/12/21,309.79
SBER,09/12/21,296.95
SBER,10/12/21,300.4
SBER,11/12/21,297.44
SBER,14/12/21,280.64
SBER,15/12/21,284.9
SBER,16/12/21,286.65
SBER,17/12/21,295.89
SBER,18/12/21,294.9
SBER,21/12/21,288.4
SBER,22/12/21,291.7
SBER,23/12/21,294.0
SBER,24/12/21,292.8
SBER,25/12/21,293.89
SBER,28/12/21,295.68
SBER,29/12/21,295.0
SBER,30/12/21,293.51
SBER,31/12/21,293.49
SBER,04/01/22,305.47
SBER,05/01/22,304.24
SBER,06/01/22,287.01
SBER,07/01/22,293.92
SBER,11/01/22,291.69
SBER,12/01/22,291.88
SBER,13/01/22,290.4
SBER,14/01/22,272.5
SBER,15/01/22,261.0
SBER,18/01/22,257.78
SBER,19/01/22,234.7
SBER,20/01/22,244.86
SBER,21/01/22,254.61
SBER,22/01/22,246.9
SBER,25/01/22,236.97
SBER,26/01/22,239.59
SBER,27/01/22,236.9
SBER,28/01/22,254.29
SBER,29/01/22,257.82
SBER,01/02/22,269.42
SBER,02/02/22,264.7
SBER,03/02/22,261.0
SBER,04/02/22,250.79
SBER,05/02/22,256.53
SBER,08/02/22,257.61
SBER,09/02/22,269.8
SBER,10/02/22,279.09
SBER,11/02/22,275.2
SBER,12/02/22,260.83
SBER,15/02/22,256.7
SBER,16/02/22,274.0
SBER,17/02/22,277.78
SBER,18/02/22,260.58
SBER,19/02/22,250.28
SBER,22/02/22,201.0
SBER,23/02/22,208.53
SBER,25/02/22,132.18
SBER,26/02/22,131.12
SBER,25/03/22,136.24
SBER,26/03/22,131.5
SBER,29/03/22,125.0
SBER,30/03/22,128.77
SBER,31/03/22,134.6
SBER,01/04/22,143.69
SBER,02/04/22,154.5
SBER,05/04/22,166.0
SBER,06/04/22,154.1
SBER,07/04/22,141.6
SBER,08/04/22,147.5
SBER,09/04/22,143.72
SBER,12/04/22,138.69
SBER,13/04/22,135.38
SBER,14/04/22,135.5
SBER,15/04/22,129.05
SBER,16/04/22,130.88
SBER,19/04/22,123.85
SBER,20/04/22,120.3
SBER,21/04/22,121.5
SBER,22/04/22,118.65
SBER,23/04/22,116.97
SBER,26/04/22,111.9
SBER,27/04/22,122.36
SBER,28/04/22,131.11
SBER,29/04/22,123.85
SBER,30/04/22,128.8
SBER,05/05/22,123.2
SBER,06/05/22,124.8
SBER,07/05/22,123.1
SBER,12/05/22,123.34
SBER,13/05/22,119.15
SBER,14/05/22,120.2
SBER,17/05/22,123.41
SBER,18/05/22,127.75
SBER,19/05/22,125.12
SBER,20/05/22,125.6
SBER,21/05/22,122.2
SBER,24/05/22,119.46
SBER,25/05/22,123.6
SBER,26/05/22,124.15
SBER,27/05/22,123.0
SBER,28/05/22,121.22
SBER,31/05/22,120.67
SBER,01/06/22,118.3
SBER,02/06/22,121.97
SBER,03/06/22,119.0
SBER,04/06/22,119.21
SBER,07/06/22,118.78
SBER,08/06/22,118.32
SBER,09/06/22,119.9
SBER,10/06/22,118.2
SBER,11/06/22,118.07
SBER,15/06/22,118.98
SBER,16/06/22,121.14
SBER,17/06/22,123.73
SBER,18/06/22,123.88
SBER,21/06/22,131.29
SBER,22/06/22,129.1
SBER,23/06/22,133.11
SBER,24/06/22,136.85
SBER,25/06/22,137.76
SBER,28/06/22,141.15
SBER,29/06/22,139.99
SBER,30/06/22,132.8
SBER,01/07/22,125.2
SBER,02/07/22,129.91
SBER,05/07/22,131.43
SBER,06/07/22,133.5
SBER,07/07/22,134.0
SBER,08/07/22,133.09
SBER,09/07/22,133.3
SBER,12/07/22,126.8
SBER,13/07/22,129.0
SBER,14/07/22,126.0
SBER,15/07/22,125.9
SBER,16/07/22,128.9
SBER,19/07/22,128.11
SBER,20/07/22,127.76
SBER,21/07/22,126.44
SBER,22/07/22,125.48
SBER,23/07/22,128.82
SBER,26/07/22,131.45
SBER,27/07/22,132.9
SBER,28/07/22,132.5
SBER,29/07/22,131.72
SBER,30/07/22,131.9
SBER,02/08/22,127.34
SBER,03/08/22,127.53
SBER,04/08/22,126.85
SBER,05/08/22,126.95
SBER,06/08/22,122.4
SBER,09/08/22,123.81
SBER,10/08/22,126.4
SBER,11/08/22,126.2
SBER,12/08/22,123.45
SBER,13/08/22,124.88
SBER,16/08/22,125.0
SBER,17/08/22,126.39
SBER,18/08/22,124.5
SBER,19/08/22,126.3
SBER,20/08/22,125.2
SBER,23/08/22,126.06
SBER,24/08/22,130.38
SBER,25/08/22,128.15
SBER,26/08/22,128.18
SBER,27/08/22,130.4
SBER,30/08/22,131.17
SBER,31/08/22,130.05
SBER,01/09/22,134.25
SBER,02/09/22,138.2
SBER,03/09/22,143.8
SBER,06/09/22,141.0
SBER,07/09/22,137.23
SBER,08/09/22,136.86
SBER,09/09/22,134.51
SBER,10/09/22,138.15
SBER,13/09/22,138.7
SBER,14/09/22,137.0
SBER,15/09/22,138.9
SBER,16/09/22,139.48
SBER,17/09/22,137.73
SBER,20/09/22,138.04
SBER,21/09/22,125.1
SBER,22/09/22,120.23
SBER,23/09/22,124.31
SBER,24/09/22,119.39
SBER,27/09/22,107.06
SBER,28/09/22,112.92
SBER,29/09/22,111.06
SBER,30/09/22,110.41
SBER,01/10/22,110.21
SBER,04/10/22,114.35
SBER,05/10/22,110.55
SBER,06/10/22,108.51
SBER,07/10/22,108.24
SBER,08/10/22,101.5
SBER,11/10/22,106.71
SBER,12/10/22,107.72
SBER,13/10/22,105.9
SBER,14/10/22,106.5
SBER,15/10/22,107.78
SBER,18/10/22,112.44
SBER,19/10/22,110.88
SBER,20/10/22,112.39
SBER,21/10/22,116.98
SBER,22/10/22,119.45
SBER,25/10/22,118.8
SBER,26/10/22,124.36
SBER,27/10/22,124.43
SBER,28/10/22,126.61
SBER,29/10/22,126.97
SBER,01/11/22,126.72
SBER,02/11/22,127.05
SBER,03/11/22,125.49
SBER,04/11/22,125.75
SBER,08/11/22,132.0
SBER,09/11/22,131.29
SBER,10/11/22,127.3
SBER,11/11/22,136.68
SBER,12/11/22,136.98
SBER,15/11/22,139.8
SBER,16/11/22,135.66
SBER,17/11/22,139.18
SBER,18/11/22,137.57
SBER,19/11/22,136.89
SBER,22/11/22,134.46
SBER,23/11/22,135.65
SBER,24/11/22,136.59
SBER,25/11/22,136.61
SBER,26/11/22,136.53
SBER,29/11/22,135.53
SBER,30/11/22,136.37
SBER,01/12/22,136.78
SBER,02/12/22,137.15
SBER,03/12/22,136.66
SBER,06/12/22,142.0
SBER,07/12/22,140.61
SBER,08/12/22,142.32
SBER,09/12/22,139.92
SBER,10/12/22,140.03
SBER,13/12/22,139.48
SBER,14/12/22,138.13
SBER,15/12/22,137.3
SBER,16/12/22,134.55
SBER,17/12/22,135.45
SBER,20/12/22,134.64
SBER,21/12/22,138.28
SBER,22/12/22,137.75
SBER,23/12/22,137.69
SBER,24/12/22,137.94
SBER,27/12/22,140.95
SBER,28/12/22,139.9
SBER,29/12/22,139.51
SBER,30/12/22,140.96
SBER,31/12/22,141.15
SBER,04/01/23,141.78
SBER,05/01/23,141.43
SBER,06/01/23,141.27
SBER,07/01/23,141.4
SBER,10/01/23,142.4
SBER,11/01/23,142.81
SBER,12/01/23,149.96
SBER,13/01/23,149.3
SBER,14/01/23,151.69
SBER,17/01/23,153.71
SBER,18/01/23,150.45
SBER,19/01/23,151.47
SBER,20/01/23,149.34
SBER,21/01/23,151.38
SBER,24/01/23,153.5
SBER,25/01/23,152.66
SBER,26/01/23,152.81
SBER,27/01/23,152.4
SBER,28/01/23,153.2
SBER,31/01/23,153.38
SBER,01/02/23,158.07
SBER,02/02/23,158.29
SBER,03/02/23,159.45
SBER,04/02/23,161.26
SBER,07/02/23,167.09
SBER,08/02/23,165.39
SBER,09/02/23,164.15
SBER,10/02/23,165.31
SBER,11/02/23,165.52
SBER,14/02/23,164.32
SBER,15/02/23,161.86
SBER,16/02/23,156.25
SBER,17/02/23,158.22
SBER,18/02/23,159.73
SBER,21/02/23,160.09
SBER,22/02/23,164.15
SBER,23/02/23,163.37
SBER,25/02/23,164.3
SBER,28/02/23,169.95
SBER,01/03/23,169.82
SBER,02/03/23,170.53
SBER,03/03/23,168.05
SBER,04/03/23,171.16
SBER,07/03/23,171.84
SBER,08/03/23,174.01
SBER,10/03/23,172.55
SBER,11/03/23,172.53
SBER,14/03/23,172.15
SBER,15/03/23,175.71
SBER,16/03/23,175.3
SBER,17/03/23,175.45
SBER,18/03/23,193.59
SBER,21/03/23,203.73
SBER,22/03/23,203.32
SBER,23/03/23,202.89
SBER,24/03/23,202.58
SBER,25/03/23,203.57
SBER,28/03/23,211.84
SBER,29/03/23,214.03
SBER,30/03/23,217.99
SBER,31/03/23,216.87
SBER,01/04/23,216.6
SBER,04/04/23,216.09
SBER,05/04/23,214.83
SBER,06/04/23,216.15
SBER,07/04/23,214.25
SBER,08/04/23,216.27
SBER,11/04/23,222.21
SBER,12/04/23,218.6
SBER,13/04/23,219.22
SBER,14/04/23,219.85
SBER,15/04/23,221.87
SBER,18/04/23,228.1
SBER,19/04/23,232.66
SBER,20/04/23,232.95
SBER,21/04/23,236.28
SBER,22/04/23,235.17
SBER,25/04/23,235.1
SBER,26/04/23,235.3
SBER,27/04/23,235.21
SBER,28/04/23,240.38
SBER,29/04/23,240.38
SBER,03/05/23,242.62
SBER,04/05/23,235.77
SBER,05/05/23,238.89
SBER,06/05/23,237.7
SBER,09/05/23,238.27
SBER,11/05/23,227.06
SBER,12/05/23,229.32
SBER,13/05/23,229.29
SBER,16/05/23,231.7
SBER,17/05/23,230.62
SBER,18/05/23,230.55
SBER,19/05/23,231.7
SBER,20/05/23,231.27
SBER,23/05/23,231.0
SBER,24/05/23,236.43
SBER,25/05/23,246.06
SBER,26/05/23,243.76
SBER,27/05/23,248.1
SBER,30/05/23,251.18
SBER,31/05/23,244.65
SBER,01/06/23,246.17
SBER,02/06/23,241.66
SBER,03/06/23,243.95
SBER,06/06/23,237.12
SBER,07/06/23,240.91
SBER,08/06/23,241.25
SBER,09/06/23,241.77
SBER,10/06/23,240.4
SBER,14/06/23,244.33
SBER,15/06/23,244.6
SBER,16/06/23,245.18
SBER,17/06/23,243.87
SBER,20/06/23,242.28
SBER,21/06/23,241.74
SBER,22/06/23,242.2
SBER,23/06/23,240.66
SBER,24/06/23,235.67
SBER,27/06/23,238.4
SBER,28/06/23,241.21
SBER,29/06/23,239.67
SBER,30/06/23,239.99
SBER,01/07/23,239.61
SBER,04/07/23,243.33
SBER,05/07/23,240.7
SBER,06/07/23,240.95
SBER,07/07/23,240.96
SBER,08/07/23,243.67
SBER,11/07/23,249.4
SBER,12/07/23,247.99
SBER,13/07/23,247.52
SBER,14/07/23,246.19
SBER,15/07/23,246.45
SBER,18/07/23,245.39
SBER,19/07/23,246.77
SBER,20/07/23,245.85
SBER,21/07/23,242.7
SBER,22/07/23,244.13
SBER,25/07/23,244.87
SBER,26/07/23,247.2
SBER,27/07/23,247.05
SBER,28/07/23,247.95
SBER,29/07/23,249.25
SBER,01/08/23,267.4
SBER,02/08/23,268.5
SBER,03/08/23,268.57
SBER,04/08/23,269.11
SBER,05/08/23,264.12
SBER,08/08/23,261.92
SBER,09/08/23,264.62
SBER,10/08/23,263.91
SBER,11/08/23,266.91
SBER,12/08/23,266.23
SBER,15/08/23,260.45
SBER,16/08/23,260.42
SBER,17/08/23,256.02
SBER,18/08/23,258.5
SBER,19/08/23,261.14
SBER,22/08/23,261.15
SBER,23/08/23,261.45
SBER,24/08/23,256.4
SBER,25/08/23,259.63
SBER,26/08/23,260.5
SBER,29/08/23,266.93
SBER,30/08/23,265.68
SBER,31/08/23,264.7
SBER,01/09/23,264.85
SBER,02/09/23,265.0
SBER,05/09/23,267.39
SBER,06/09/23,264.75
SBER,07/09/23,263.5
SBER,08/09/23,258.79
SBER,09/09/23,255.68
SBER,12/09/23,256.25
SBER,13/09/23,262.4
SBER,14/09/23,258.18
SBER,15/09/23,260.0
SBER,16/09/23,260.83
SBER,19/09/23,259.07
SBER,20/09/23,252.72
SBER,21/09/23,253.77
SBER,22/09/23,250.16
SBER,23/09/23,251.99
SBER,26/09/23,252.65
SBER,27/09/23,255.87
SBER,28/09/23,256.1
SBER,29/09/23,257.67
SBER,30/09/23,260.72
SBER,03/10/23,258.98
SBER,04/10/23,259.65
SBER,05/10/23,259.53
SBER,06/10/23,259.38
SBER,07/10/23,262.93
SBER,10/10/23,265.25
SBER,11/10/23,263.0
SBER,12/10/23,260.21
SBER,13/10/23,264.5
SBER,14/10/23,263.51
SBER,17/10/23,268.15
SBER,18/10/23,270.0
SBER,19/10/23,267.9
SBER,20/10/23,268.65
SBER,21/10/23,269.8
SBER,24/10/23,270.1
SBER,25/10/23,271.27
SBER,26/10/23,273.73
SBER,27/10/23,269.9
SBER,28/10/23,269.7
SBER,31/10/23,269.89
SBER,01/11/23,268.35
SBER,02/11/23,269.68
SBER,03/11/23,269.06
SBER,04/11/23,268.54
SBER,07/11/23,273.42
SBER,08/11/23,273.31
SBER,09/11/23,278.15
SBER,10/11/23,276.65
SBER,11/11/23,280.19
SBER,14/11/23,283.97
SBER,15/11/23,280.87
SBER,16/11/23,282.89
SBER,17/11/23,279.7
SBER,18/11/23,281.6
SBER,21/11/23,282.91
SBER,22/11/23,282.79
SBER,23/11/23,286.16
SBER,24/11/23,286.19
SBER,25/11/23,286.85
SBER,28/11/23,282.33
SBER,29/11/23,279.91
SBER,30/11/23,276.8
SBER,01/12/23,277.5
SBER,02/12/23,273.97
SBER,05/12/23,270.96
SBER,06/12/23,279.62
SBER,07/12/23,267.58
SBER,08/12/23,265.12
SBER,09/12/23,265.16
SBER,12/12/23,256.89
SBER,13/12/23,257.6
SBER,14/12/23,260.45
SBER,15/12/23,256.64
SBER,16/12/23,268.21
SBER,19/12/23,268.4
SBER,20/12/23,267.35
SBER,21/12/23,266.61
SBER,22/12/23,265.19
SBER,23/12/23,271.3
SBER,26/12/23,271.08
SBER,27/12/23,271.9
SBER,28/12/23,271.08
SBER,29/12/23,271.74
SBER,30/12/23,270.82
SBER,04/01/24,274.56
SBER,05/01/24,274.12
SBER,06/01/24,273.62
SBER,09/01/24,276.76
SBER,10/01/24,275.28
SBER,11/01/24,274.49
SBER,12/01/24,275.71
SBER,13/01/24,275.84
SBER,16/01/24,275.96
SBER,17/01/24,276.01
SBER,18/01/24,278.0
SBER,19/01/24,277.07
SBER,20/01/24,274.86
SBER,23/01/24,274.93
SBER,24/01/24,275.9
SBER,25/01/24,273.77
SBER,26/01/24,272.81
SBER,27/01/24,272.65
SBER,30/01/24,274.05
SBER,31/01/24,275.67
SBER,01/02/24,276.0
SBER,02/02/24,276.86
SBER,03/02/24,276.74
SBER,06/02/24,277.84
SBER,07/02/24,278.67
SBER,08/02/24,284.41
SBER,09/02/24,282.17
SBER,10/02/24,283.5
SBER,13/02/24,287.28
SBER,14/02/24,287.07
SBER,15/02/24,289.06
SBER,16/02/24,290.24
SBER,17/02/24,288.33
SBER,20/02/24,288.93
SBER,21/02/24,283.9
SBER,22/02/24,282.0
SBER,23/02/24,284.77
SBER,27/02/24,291.25
SBER,28/02/24,292.52
SBER,29/02/24,291.75
SBER,01/03/24,292.19
SBER,02/03/24,295.38
SBER,05/03/24,299.17
SBER,06/03/24,298.4
SBER,07/03/24,297.71
SBER,08/03/24,300.4
SBER,12/03/24,299.79
SBER,13/03/24,300.9
SBER,14/03/24,298.85
SBER,15/03/24,295.83
SBER,16/03/24,298.3
SBER,19/03/24,298.87
SBER,20/03/24,295.2
SBER,21/03/24,295.4
SBER,22/03/24,295.62
SBER,23/03/24,292.99
SBER,26/03/24,293.9
SBER,27/03/24,294.11
SBER,28/03/24,295.1
SBER,29/03/24,299.0
SBER,30/03/24,298.72
SBER,02/04/24,300.43
SBER,03/04/24,300.38
SBER,04/04/24,306.72
SBER,05/04/24,304.61
SBER,06/04/24,306.1
SBER,09/04/24,307.75
SBER,10/04/24,306.76
SBER,11/04/24,306.48
SBER,12/04/24,306.95
SBER,13/04/24,307.1
SBER,16/04/24,307.99
SBER,17/04/24,308.29
SBER,18/04/24,306.59
SBER,19/04/24,307.99
SBER,20/04/24,307.38
SBER,23/04/24,314.99
SBER,24/04/24,307.39
SBER,25/04/24,307.94
SBER,26/04/24,308.41
SBER,27/04/24,309.0
SBER,28/04/24,308.98
SBER,30/04/24,308.97
SBER,01/05/24,308.24
SBER,03/05/24,307.37
SBER,04/05/24,307.53
SBER,07/05/24,306.01
SBER,08/05/24,308.22
SBER,09/05/24,311.21
SBER,11/05/24,313.49
SBER,14/05/24,314.85
SBER,15/05/24,318.12
SBER,16/05/24,319.7
SBER,17/05/24,322.91
SBER,18/05/24,323.16
SBER,21/05/24,321.08
SBER,22/05/24,320.64
SBER,23/05/24,322.93
SBER,24/05/24,323.54
SBER,25/05/24,321.0
SBER,28/05/24,317.09
SBER,29/05/24,318.22
SBER,30/05/24,320.38
SBER,31/05/24,316.63
SBER,01/06/24,313.11
SBER,04/06/24,310.95
SBER,05/06/24,316.49
SBER,06/06/24,314.72
SBER,07/06/24,313.08
SBER,08/06/24,319.9
SBER,11/06/24,317.28
SBER,12/06/24,317.8
SBER,14/06/24,317.71
SBER,15/06/24,319.35
SBER,18/06/24,317.65
SBER,19/06/24,314.34
SBER,20/06/24,310.7
SBER,21/06/24,314.15
SBER,22/06/24,314.14
SBER,25/06/24,317.25
SBER,26/06/24,319.8
SBER,27/06/24,324.55
SBER,28/06/24,327.16
SBER,29/06/24,327.15
SBER,02/07/24,327.1
SBER,03/07/24,328.37
SBER,04/07/24,328.2
SBER,05/07/24,324.66
SBER,06/07/24,325.0
SBER,09/07/24,324.07
SBER,10/07/24,319.99
SBER,11/07/24,316.68
SBER,12/07/24,295.87
SBER,13/07/24,292.21
SBER,16/07/24,284.38
SBER,17/07/24,285.25
SBER,18/07/24,284.68
SBER,19/07/24,289.83
SBER,20/07/24,289.9
SBER,23/07/24,294.71
SBER,24/07/24,294.39
SBER,25/07/24,295.69
SBER,26/07/24,296.37
SBER,27/07/24,293.3
SBER,30/07/24,286.58
SBER,31/07/24,290.0
SBER,01/08/24,289.3
SBER,02/08/24,287.21
SBER,03/08/24,286.04
SBER,06/08/24,275.49
SBER,07/08/24,279.4
SBER,08/08/24,282.2
SBER,09/08/24,281.09
SBER,10/08/24,281.44
SBER,13/08/24,280.74
SBER,14/08/24,283.92
SBER,15/08/24,280.32
SBER,16/08/24,278.01
SBER,17/08/24,274.6
SBER,20/08/24,268.17
SBER,21/08/24,266.2
SBER,22/08/24,266.93
SBER,23/08/24,261.6
SBER,24/08/24,259.5
SBER,27/08/24,265.39
SBER,28/08/24,260.5
SBER,29/08/24,262.47
SBER,30/08/24,260.31
SBER,31/08/24,254.45
SBER,03/09/24,244.31
SBER,04/09/24,244.04
SBER,05/09/24,253.01
SBER,06/09/24,252.82
SBER,07/09/24,254.77
SBER,10/09/24,263.31
SBER,11/09/24,261.29
SBER,12/09/24,258.2
SBER,13/09/24,254.93
SBER,14/09/24,258.25
SBER,17/09/24,263.79
SBER,18/09/24,265.99
SBER,19/09/24,263.4
SBER,20/09/24,264.5
SBER,21/09/24,269.08
SBER,24/09/24,273.17
SBER,25/09/24,272.92
SBER,26/09/24,267.8
SBER,27/09/24,267.88
SBER,28/09/24,268.07
SBER,01/10/24,268.49
SBER,02/10/24,266.29
SBER,03/10/24,259.31
SBER,04/10/24,264.25
SBER,05/10/24,264.09
SBER,08/10/24,263.39
SBER,09/10/24,262.4
SBER,10/10/24,260.86
SBER,11/10/24,259.98
SBER,12/10/24,256.94
SBER,15/10/24,261.28
SBER,16/10/24,262.03
SBER,17/10/24,259.5
SBER,18/10/24,256.57
SBER,19/10/24,257.19
SBER,22/10/24,258.21
SBER,23/10/24,255.42
SBER,24/10/24,252.01
SBER,25/10/24,252.64
SBER,26/10/24,246.35
SBER,29/10/24,242.56
SBER,30/10/24,242.66
SBER,31/10/24,241.45
SBER,01/11/24,237.9
SBER,02/11/24,238.03
SBER,03/11/24,238.97
SBER,06/11/24,239.23
SBER,07/11/24,243.6
SBER,08/11/24,250.93
SBER,09/11/24,255.98
SBER,12/11/24,260.73
SBER,13/11/24,255.77
SBER,14/11/24,254.7
SBER,15/11/24,249.52
SBER,16/11/24,253.43
SBER,19/11/24,248.72
SBER,20/11/24,240.59
SBER,21/11/24,237.05
SBER,22/11/24,240.47
SBER,23/11/24,236.0
SBER,26/11/24,227.81
SBER,27/11/24,223.16
SBER,28/11/24,226.3
SBER,29/11/24,228.56
SBER,30/11/24,236.49
SBER,03/12/24,235.17
SBER,04/12/24,230.8
SBER,05/12/24,224.55
SBER,06/12/24,233.48
SBER,07/12/24,237.84
SBER,10/12/24,237.29
SBER,11/12/24,230.82
SBER,12/12/24,234.19
SBER,13/12/24,229.02
SBER,14/12/24,228.7
SBER,17/12/24,225.53
SBER,18/12/24,226.5
SBER,19/12/24,230.15
SBER,20/12/24,229.0
SBER,21/12/24,257.6
SBER,24/12/24,264.9
SBER,25/12/24,264.34
SBER,26/12/24,271.69
SBER,27/12/24,269.56
SBER,28/12/24,271.2
SBER,29/12/24,272.83
SBER,31/12/24,279.43
TATN,10/01/08,154.6
TATN,11/01/08,153.5
TATN,12/01/08,154.22
TATN,15/01/08,158.5
TATN,16/01/08,157.44
TATN,17/01/08,148.5
TATN,18/01/08,147.29
TATN,19/01/08,144.32
TATN,22/01/08,130.3
TATN,23/01/08,125.37
TATN,24/01/08,118.0
TATN,25/01/08,124.75
TATN,26/01/08,131.0
TATN,29/01/08,125.99
TATN,30/01/08,127.12
TATN,31/01/08,123.72
TATN,01/02/08,118.6
TATN,02/02/08,123.3
TATN,05/02/08,124.28
TATN,06/02/08,122.24
TATN,07/02/08,123.71
TATN,08/02/08,119.99
TATN,09/02/08,118.68
TATN,12/02/08,121.48
TATN,13/02/08,125.2
TATN,14/02/08,127.08
TATN,15/02/08,131.1
TATN,16/02/08,129.88
TATN,19/02/08,132.36
TATN,20/02/08,133.0
TATN,21/02/08,135.34
TATN,22/02/08,140.1
TATN,23/02/08,140.0
TATN,27/02/08,142.42
TATN,28/02/08,145.46
TATN,29/02/08,149.75
TATN,01/03/08,150.11
TATN,04/03/08,147.29
TATN,05/03/08,150.0
TATN,06/03/08,151.5
TATN,07/03/08,150.46
TATN,08/03/08,145.0
TATN,12/03/08,151.2
TATN,13/03/08,150.22
TATN,14/03/08,150.22
TATN,15/03/08,148.5
TATN,18/03/08,143.0
TATN,19/03/08,147.45
TATN,20/03/08,148.92
TATN,21/03/08,145.95
TATN,22/03/08,144.0
TATN,25/03/08,146.84
TATN,26/03/08,146.0
TATN,27/03/08,150.57
TATN,28/03/08,150.0
TATN,29/03/08,151.31
TATN,01/04/08,152.4
TATN,02/04/08,152.6
TATN,03/04/08,153.37
TATN,04/04/08,151.5
TATN,05/04/08,151.5
TATN,08/04/08,153.57
TATN,09/04/08,150.85
TATN,10/04/08,151.82
TATN,11/04/08,150.51
TATN,12/04/08,144.2
TATN,15/04/08,142.92
TATN,16/04/08,147.79
TATN,17/04/08,149.98
TATN,18/04/08,150.28
TATN,19/04/08,154.0
TATN,22/04/08,153.4
TATN,23/04/08,153.1
TATN,24/04/08,153.91
TATN,25/04/08,151.57
TATN,26/04/08,153.3
TATN,29/04/08,152.84
TATN,30/04/08,152.9
TATN,01/05/08,151.91
TATN,05/05/08,153.45
TATN,06/05/08,152.28
TATN,07/05/08,159.11
TATN,08/05/08,162.7
TATN,09/05/08,169.73
TATN,13/05/08,173.2
TATN,14/05/08,175.5
TATN,15/05/08,182.01
TATN,16/05/08,187.9
TATN,17/05/08,189.13
TATN,20/05/08,187.56
TATN,21/05/08,187.66
TATN,22/05/08,187.3
TATN,23/05/08,186.5
TATN,24/05/08,187.5
TATN,27/05/08,184.04
TATN,28/05/08,182.03
TATN,29/05/08,184.0
TATN,30/05/08,187.17
TATN,31/05/08,189.41
TATN,03/06/08,186.23
TATN,04/06/08,186.91
TATN,05/06/08,179.52
TATN,06/06/08,182.82
TATN,07/06/08,187.45
TATN,08/06/08,183.0
TATN,10/06/08,184.34
TATN,11/06/08,184.01
TATN,12/06/08,184.85
TATN,17/06/08,182.8
TATN,18/06/08,184.0
TATN,19/06/08,183.0
TATN,20/06/08,184.47
TATN,21/06/08,181.8
TATN,24/06/08,182.96
TATN,25/06/08,176.81
TATN,26/06/08,177.67
TATN,27/06/08,177.9
TATN,28/06/08,177.98
TATN,01/07/08,176.26
TATN,02/07/08,167.19
TATN,03/07/08,164.2
TATN,04/07/08,163.7
TATN,05/07/08,161.2
TATN,08/07/08,161.12
TATN,09/07/08,162.89
TATN,10/07/08,164.2
TATN,11/07/08,164.31
TATN,12/07/08,163.3
TATN,15/07/08,166.9
TATN,16/07/08,165.21
TATN,17/07/08,161.4
TATN,18/07/08,164.77
TATN,19/07/08,159.21
TATN,22/07/08,162.04
TATN,23/07/08,158.3
TATN,24/07/08,156.2
TATN,25/07/08,148.8
